ProviderID	Provider Name	Provider Address	City	Zip	Phone	Phone Ext	Hours	Material Handled	Service Description	Restrictions	Minimum Volume	Maximum Volume	Fee	Serves Residential	Serves Business	Pickup Allowed	Dropoff Allowed	Mail In Allowed	TIBN	eCycle	Provider URL
663	Ace Metal Company	11110 Mukilteo Spdwy, Ste 202	Mukilteo	98275	(425) 493-6802		Mon - Fri: 8am - 6pm  Sat:  8am - 3pm	Nonferrous Metals	Recycles most scrap metals.	No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.			Call	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	http://www.acemetalco.com
663	Ace Metal Company	11110 Mukilteo Spdwy, Ste 202	Mukilteo	98275	(425) 493-6802		Mon - Fri: 8am - 6pm  Sat:  8am - 3pm	Steel, Tin Cans	Recycles most scrap metals.	No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.			Call	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	http://www.acemetalco.com
663	Ace Metal Company	11110 Mukilteo Spdwy, Ste 202	Mukilteo	98275	(425) 493-6802		Mon - Fri: 8am - 6pm  Sat:  8am - 3pm	Microwaves	Recycles most scrap metals, steel appliances, kitchen fixtures, and structures.	No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.			Call	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	http://www.acemetalco.com
663	Ace Metal Company	11110 Mukilteo Spdwy, Ste 202	Mukilteo	98275	(425) 493-6802		Mon - Fri: 8am - 6pm  Sat:  8am - 3pm	Vehicles and Major Vehicle Parts	Recycles most scrap metals	No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.   No undrained auto transmissions or motorblocks (oil filters and oil pans must be removed); no oil filters, gas filters or any other filters, no lead batteries or pieces of batteries.			Call	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	http://www.acemetalco.com
648	Alternative Concepts	Pick-up service only			(206) 734-6317		By appointment	Asphalt	Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.	No hazardous waste. Call for specific questions.			Call for fee info.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	
648	Alternative Concepts	Pick-up service only			(206) 734-6317		By appointment	Asphalt Roofing	Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.	No hazardous waste. Call for specific questions.			Call for fee info.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	
648	Alternative Concepts	Pick-up service only			(206) 734-6317		By appointment	Brick	Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.	No hazardous waste. Call for specific questions.			Call for fee info.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	
648	Alternative Concepts	Pick-up service only			(206) 734-6317		By appointment	Concrete	Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.	No hazardous waste. Call for specific questions.			Call for fee info.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	
648	Alternative Concepts	Pick-up service only			(206) 734-6317		By appointment	Drywall	Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.	No hazardous waste. Call for specific questions.			Call for fee info.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	
648	Alternative Concepts	Pick-up service only			(206) 734-6317		By appointment	Reusable Building Materials	Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.	No hazardous waste. Call for specific questions.			Call for fee info.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Fluorescent Light Ballasts	Angel’s Junk Removal accepts fluorescent lights for recycling.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
648	Alternative Concepts	Pick-up service only			(206) 734-6317		By appointment	Wood	Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.	No hazardous waste. Call for specific questions.			Call for fee info.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	
648	Alternative Concepts	Pick-up service only			(206) 734-6317		By appointment	Ferrous Metals	Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.	No hazardous waste. Call for specific questions.			Call for fee info.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	
648	Alternative Concepts	Pick-up service only			(206) 734-6317		By appointment	Nonferrous Metals	Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.	No hazardous waste. Call for specific questions.			Call for fee info.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Gaming Devices	Accepts all video game consoles and accessories for recycling.				Free recycling.  Pickup services are available for businesses.  Please visit http://www.AmericanEcycling.comwww.AmericanEcycling.com for more information.	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Rechargeable Batteries	Accepts rechargeable Li-ion, Ni-MH, and NiCad batteries only.  These are commonly found in laptop computers, cell phones, cameras, and power tools.	Will not accept alkaline batteries, button batteries or other battery chemistries.	None		Rechargeable batteries are recycled for free.	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Cell Phones, Smart Phones, Mobile Devices	Accepts cell phones, telephone systems, office phones and household phones.				Free	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Audio Video and Camera equipment	Accepts audio and video equipment such as stereos, CD players, receivers, amplifiers, boom boxes, and similar audio/video materials for recycling.				Free	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	TVs	Accepts televisions from businesses for recycling.	Cannot accept broken or cracked cathode ray tubes.			Fees apply for drop-off customers.  Please contact American Ecycling for more information.	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Uninterruptible Power Supply (UPS) Batteries	Accepts uninterruptible power supply (UPS) units for recycling.				Rechargeable batteries are recycled for free.	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Monitors	Accepts computer monitors for recycling.				Contact http://www.AmericanEcycling.com www.AmericanEcycling.com for more information.	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Printers, Copiers, Fax Machines, Peripherals	"Accepts printers, scanners, ""all-in-ones"" (printer, scanner, copier, fax machines), keyboards, mice and other computer peripherals for recycling."				Free recycling.  Pickup services are avaliable for businesses.  Please visit http://www.AmericanEcycling.comhttp://www.AmericanEcycling.com for more information.	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Computers, Laptops, Tablets	Accepts computers and laptops for recycling.				Free of charge.  Please visit http://www.AmericanEcycling.comwww.AmericanEcycling.com for more information.	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Inkjet Cartridges	Will recycle cartridges for free.				Free	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Toner Cartridges	Will recycle cartridges for free.				Free	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Ferrous Metals	Accepts metals for recycling.					FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
440	American E-Cycling				(425) 251-1997		Mon-Fri: 8am - 5pm	Nonferrous Metals	Accepts metals for recycling.					FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	http://www.AmericanEcycling.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Air Conditioners, Heat Pumps	Angel’s removes and recycles all appliances that can be handled by a two person team. For extremely large units please call us to make http://www.angelsjunkremoval.com/seattle-appliance-recycling.htmlspecial arrangements.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Other Major Appliances	Angel’s removes and recycles all appliances that can be handled by a two person team. For extremely large units please call us to make http://www.angelsjunkremoval.com/seattle-appliance-recycling.htmlspecial arrangements.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Refrigerators, Freezers	Angel’s removes and recycles all appliances that can be handled by a two person team. For extremely large units please call us to make http://www.angelsjunkremoval.com/seattle-appliance-recycling.htmlspecial arrangements.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Small Household Appliances	Angel’s removes and recycles all appliances that can be handled by a two person team. For extremely large units please call us to make http://www.angelsjunkremoval.com/seattle-appliance-recycling.htmlspecial arrangements.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Alkaline Batteries	Angel’s accepts batteries for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.			Additional fees apply for automotive batteries.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Button Batteries	Angel’s accepts batteries for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.			Additional fees apply for automotive batteries.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Motor Vehicle Batteries	Angel’s accepts all batteries for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.			Additional fees apply for automotive batteries.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Rechargeable Batteries	Angel’s accepts batteries for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.			Additional fees apply for automotive batteries.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Uninterruptible Power Supply (UPS) Batteries	Angel’s accepts batteries for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.			Additional fees apply for automotive batteries.	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Carpet	Angel’s accepts http://www.angelsjunkremoval.com/carpet-removal-recycling.htmlcarpet and carpet related items for removal: dry items can all be recycled. Carpet can be pulled out by team members when necessary.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Carpet Padding	Angel’s accepts http://www.angelsjunkremoval.com/carpet-removal-recycling.htmlcarpet and carpet related items for removal: dry items can all be recycled. Carpet can be pulled out by team members when necessary.	We do not accept hazardous materials except ewaste and fluorescent lighting.			Call	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Cleaning Products	Angel's accepts cleaning products for removal and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.			Call	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Acoustic Ceiling Tile	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Asphalt	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Asphalt Roofing	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Brick	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Concrete	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Drywall	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Fiberglass	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Plaster	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Porcelain	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Reusable Building Materials	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Rigid Foam Insulation Board	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Vermiculite Attic Insulation	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Wood	Angel’s removes construction and demolition debris. Items are separated for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Barrels and Drums	Angel's Junk Removal accepts barrels and drums that can be handled by a two person team for reuse and recycling.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Audio Video and Camera equipment	Angel’s Junk Removal accepts all ewaste for reuse and recycling including circuit boards, computers, copiers, stereos and TVs. Please make special mention for extremely large items like large scale printers.	We do not accept hazardous materials except ewaste and fluorescent lighting.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Cell Phones, Smart Phones, Mobile Devices	Angel’s Junk Removal accepts all ewaste for reuse and recycling including circuit boards, computers, copiers, stereos and TVs.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Monitors	Angel’s Junk Removal accepts all ewaste for reuse and recycling including circuit boards, computers, copiers, stereos and TVs. Please make special mention for extremely large items like large scale printers.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Printers, Copiers, Fax Machines, Peripherals	Angel’s Junk Removal accepts all ewaste for reuse and recycling including circuit boards, computers, copiers, stereos and TVs. Please make special mention for extremely large items like large scale printers.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Computers, Laptops, Tablets	Angel’s Junk Removal accepts all ewaste for reuse and recycling including circuit boards, computers, copiers, stereos and TVs. Please make special mention for extremely large items like large scale printers.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	TVs	Angel’s Junk Removal accepts all ewaste for reuse and recycling including circuit boards, computers, copiers, stereos and TVs. Please make special mention for extremely large items like large scale printers.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Gaming Devices	Angel’s Junk Removal accepts all ewaste for reuse and recycling.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Fluorescent Light Bulbs	Angel’s Junk Removal accepts fluorescent lights for recycling.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Fluorescent Light Tubes	Angel’s Junk Removal accepts fluorescent lights for recycling.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Foam Padding	Angel’s provides removal, reuse and recycling services for furniture.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Household Furniture	Angel’s provides removal, reuse and recycling services for furniture.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Office Furniture	Angel’s provides removal, reuse and recycling services for furniture.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Mixed Glass	Angel’s Junk Removal accepts glass items for reuse and recycling.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Separated Glass	Angel’s Junk Removal accepts glass items for reuse and recycling.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Window Glass	Angel’s Junk Removal accepts glass items for reuse and recycling.					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Brush, Woody Waste	Angel’s Junk Removal accepts yard waste, clean soil, clean sand and rock for recycling.	We do not accept contaminated sand or soil.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Clean Sand	Angel’s Junk Removal accepts yard waste, clean soil, clean sand and rock for recycling.	We do not accept contaminated sand or soil.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
745	Angel's Junk Removal	Pick-up service only			(877) 744-5865		Mon-Fri: 8am - 6pm	Clean Soil	Angel’s Junk Removal accepts yard waste, clean soil, clean sand and rock for recycling.	We do not accept contaminated sand or soil.				TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	http://www.angelsjunkremoval.com
